Student admission no,Roll number,Forenoon,Afternoon,Date,Batch name,Reason
2006-0182,58,true,true,2016-03-25,09 - 09-B 2016-17,-
2010-0667,73,true,true,2016-03-25,09 - 09-B 2016-17,-
2010-0668,74,true,true,2016-03-25,09 - 09-B 2016-17,-
2013-1083,60,true,true,2016-03-25,09 - 09-B 2016-17,-
2015-1335,86,true,true,2016-03-25,09 - 09-B 2016-17,-
2008-0361,55,true,true,2016-03-25,09 - 09-B 2016-17,-
2007-0278,62,true,true,2016-03-25,09 - 09-B 2016-17,-
2013-1081,72,true,true,2016-03-25,09 - 09-B 2016-17,-
2014-1271,56,true,true,2016-03-25,09 - 09-B 2016-17,-
2016-1484,51,true,true,2016-03-25,09 - 09-B 2016-17,-
2015-1358,61,true,true,2016-03-25,09 - 09-B 2016-17,-
2012-0915,83,true,true,2016-03-25,09 - 09-B 2016-17,-
2016-1507,17,true,true,2016-05-09,09 - 09-A 2016-17,-
2015-1455,15,true,true,2016-05-09,09 - 09-A 2016-17,-
2008-0343,09,true,true,2016-05-09,09 - 09-A 2016-17,-
2008-0343,09,true,true,2016-05-02,09 - 09-A 2016-17,-
2008-0343,09,true,true,2016-05-04,09 - 09-A 2016-17,-
2008-0343,09,true,true,2016-05-06,09 - 09-A 2016-17,-
2008-0343,09,true,true,2016-05-05,09 - 09-A 2016-17,-
2008-0343,09,true,true,2016-05-03,09 - 09-A 2016-17,-
2016-1507,17,true,true,2016-05-03,09 - 09-A 2016-17,-
2016-1507,17,true,true,2016-05-04,09 - 09-A 2016-17,-
2016-1507,17,true,true,2016-05-05,09 - 09-A 2016-17,-
2014-1158,06,true,true,2016-05-03,09 - 09-A 2016-17,-
2009-0520,19,true,true,2016-04-05,09 - 09-A 2016-17,-
2009-0520,19,true,true,2016-04-29,09 - 09-A 2016-17,-
2014-1288,07,true,true,2016-04-06,09 - 09-A 2016-17,-
2014-1288,07,true,true,2016-04-11,09 - 09-A 2016-17,-
2015-1310,16,true,true,2016-04-07,09 - 09-A 2016-17,-
2015-1310,16,true,true,2016-04-11,09 - 09-A 2016-17,-
2015-1310,16,true,true,2016-04-12,09 - 09-A 2016-17,-
2008-0343,09,true,true,2016-04-06,09 - 09-A 2016-17,-
2008-0343,09,true,true,2016-04-04,09 - 09-A 2016-17,-
2005-0159,02,true,true,2016-04-04,09 - 09-A 2016-17,-
2014-1219,08,true,true,2016-04-04,09 - 09-A 2016-17,-
2015-1455,15,true,true,2016-04-04,09 - 09-A 2016-17,-
2005-0102,01,true,true,2016-04-04,09 - 09-A 2016-17,-
2014-1158,06,true,true,2016-04-04,09 - 09-A 2016-17,-
2014-1158,06,true,true,2016-04-01,09 - 09-A 2016-17,-
2005-0102,01,true,true,2016-04-01,09 - 09-A 2016-17,-
2008-0343,09,true,true,2016-04-01,09 - 09-A 2016-17,-
2014-1158,06,true,true,2016-04-18,09 - 09-A 2016-17,-
2014-1158,06,true,true,2016-04-19,09 - 09-A 2016-17,-
2006-0175,05,true,true,2016-04-18,09 - 09-A 2016-17,-
2005-0102,01,true,true,2016-04-25,09 - 09-A 2016-17,-
2015-1455,15,true,true,2016-04-25,09 - 09-A 2016-17,-
2014-1158,06,true,true,2016-03-30,09 - 09-A 2016-17,-
2014-1158,06,true,true,2016-03-29,09 - 09-A 2016-17,-
2005-0102,01,true,true,2016-03-29,09 - 09-A 2016-17,-
2015-1455,15,true,true,2016-03-28,09 - 09-A 2016-17,-
2009-0520,19,true,true,2016-03-28,09 - 09-A 2016-17,-
2008-0343,09,true,true,2016-03-28,09 - 09-A 2016-17,-
2014-1158,06,true,true,2016-03-25,09 - 09-A 2016-17,-
2015-1455,15,true,true,2016-03-25,09 - 09-A 2016-17,-
2006-0175,05,true,true,2016-03-25,09 - 09-A 2016-17,-
2009-0520,19,true,true,2016-03-25,09 - 09-A 2016-17,-
2015-1310,16,true,true,2016-03-25,09 - 09-A 2016-17,-
2014-1158,06,true,true,2016-03-24,09 - 09-A 2016-17,-
2014-1222,84,true,true,2016-03-24,08 - 08-B 2016-17,-
2014-1222,84,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1222,84,true,true,2016-03-29,08 - 08-B 2016-17,-
2015-1346,79,true,true,2016-03-24,08 - 08-B 2016-17,-
2015-1346,79,true,true,2016-03-25,08 - 08-B 2016-17,-
2015-1346,79,true,true,2016-03-28,08 - 08-B 2016-17,-
2015-1346,79,true,true,2016-03-29,08 - 08-B 2016-17,-
2013-1102,76,true,true,2016-03-24,08 - 08-B 2016-17,-
2013-1102,76,true,true,2016-03-25,08 - 08-B 2016-17,-
2013-1102,76,true,true,2016-03-28,08 - 08-B 2016-17,-
2013-1102,76,true,true,2016-03-29,08 - 08-B 2016-17,-
2013-1102,76,true,true,2016-03-30,08 - 08-B 2016-17,-
2008-0402,63,true,true,2016-03-29,08 - 08-B 2016-17,-
2011-0861,77,true,true,2016-03-24,08 - 08-B 2016-17,-
2011-0861,77,true,true,2016-03-25,08 - 08-B 2016-17,-
2009-0517,72,true,true,2016-03-24,08 - 08-B 2016-17,-
2009-0517,72,true,true,2016-03-25,08 - 08-B 2016-17,-
2009-0517,72,true,true,2016-03-28,08 - 08-B 2016-17,-
2014-1275,65,true,true,2016-03-24,08 - 08-B 2016-17,-
2014-1275,65,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1275,65,true,true,2016-03-28,08 - 08-B 2016-17,-
2014-1275,65,true,true,2016-03-31,08 - 08-B 2016-17,-
2014-1216,83,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1261,88,true,true,2016-03-24,08 - 08-B 2016-17,-
2014-1261,88,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1261,88,true,true,2016-03-29,08 - 08-B 2016-17,-
2011-0863,52,true,true,2016-03-24,08 - 08-B 2016-17,-
2011-0863,52,true,true,2016-03-25,08 - 08-B 2016-17,-
2010-0612,55,true,true,2016-03-24,08 - 08-B 2016-17,-
2010-0612,55,true,true,2016-03-25,08 - 08-B 2016-17,-
2010-0612,55,true,true,2016-03-28,08 - 08-B 2016-17,-
2011-0862,69,true,true,2016-03-24,08 - 08-B 2016-17,-
2011-0862,69,true,true,2016-03-25,08 - 08-B 2016-17,-
2010-0606,57,true,true,2016-03-25,08 - 08-B 2016-17,-
2010-0606,57,true,true,2016-03-28,08 - 08-B 2016-17,-
2010-0606,57,true,true,2016-03-29,08 - 08-B 2016-17,-
2013-1006,53,true,true,2016-03-24,08 - 08-B 2016-17,-
2013-1006,53,true,true,2016-03-25,08 - 08-B 2016-17,-
2013-1006,53,true,true,2016-03-28,08 - 08-B 2016-17,-
2013-1006,53,true,true,2016-03-29,08 - 08-B 2016-17,-
2014-12940,87,true,true,2016-03-25,08 - 08-B 2016-17,-
2015-1337,60,true,true,2016-03-24,08 - 08-B 2016-17,-
2015-1337,60,true,true,2016-03-25,08 - 08-B 2016-17,-
2015-1337,60,true,true,2016-03-28,08 - 08-B 2016-17,-
2015-1337,60,true,true,2016-03-30,08 - 08-B 2016-17,-
2015-1337,60,true,true,2016-03-31,08 - 08-B 2016-17,-
2006-0155,51,true,true,2016-03-30,08 - 08-B 2016-17,-
2008-0375,90,true,true,2016-03-24,08 - 08-B 2016-17,-
2008-0375,90,true,true,2016-03-28,08 - 08-B 2016-17,-
2009-0512,71,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1263,89,true,true,2016-03-24,08 - 08-B 2016-17,-
2014-1263,89,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1263,89,true,true,2016-03-28,08 - 08-B 2016-17,-
2014-1263,89,true,true,2016-03-29,08 - 08-B 2016-17,-
2014-1263,89,true,true,2016-03-30,08 - 08-B 2016-17,-
2014-1263,89,true,true,2016-03-31,08 - 08-B 2016-17,-
2008-0397,56,true,true,2016-03-30,08 - 08-B 2016-17,-
2010-0699,73,true,true,2016-03-29,08 - 08-B 2016-17,-
2014-1171,64,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1180,66,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1180,66,true,true,2016-03-28,08 - 08-B 2016-17,-
2014-1180,66,true,true,2016-03-30,08 - 08-B 2016-17,-
2014-1180,66,true,true,2016-03-31,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-03-24,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-03-28,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-03-31,08 - 08-B 2016-17,-
2013-1076,67,true,true,2016-03-24,08 - 08-B 2016-17,-
2013-1076,67,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1229,86,true,true,2016-03-24,08 - 08-B 2016-17,-
2014-1229,86,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1229,86,true,true,2016-03-28,08 - 08-B 2016-17,-
2014-1229,86,true,true,2016-03-30,08 - 08-B 2016-17,-
2015-1367,61,true,true,2016-03-24,08 - 08-B 2016-17,-
2015-1367,61,true,true,2016-03-25,08 - 08-B 2016-17,-
2015-1367,61,true,true,2016-03-28,08 - 08-B 2016-17,-
2015-1367,61,true,true,2016-03-29,08 - 08-B 2016-17,-
2015-1367,61,true,true,2016-03-30,08 - 08-B 2016-17,-
2015-1367,61,true,true,2016-03-31,08 - 08-B 2016-17,-
2013-1065,74,true,true,2016-03-25,08 - 08-B 2016-17,-
2014-1187,81,true,true,2016-03-29,08 - 08-B 2016-17,-
2010-0663,70,true,true,2016-03-24,08 - 08-B 2016-17,-
2010-0663,70,true,true,2016-03-25,08 - 08-B 2016-17,-
2010-0663,70,true,true,2016-03-28,08 - 08-B 2016-17,-
2010-0663,70,true,true,2016-03-29,08 - 08-B 2016-17,-
2014-1194,82,true,true,2016-03-24,08 - 08-B 2016-17,-
2013-1040,78,true,true,2016-04-15,08 - 08-B 2016-17,-
2013-1040,78,true,true,2016-04-20,08 - 08-B 2016-17,-
2015-1346,79,true,true,2016-04-04,08 - 08-B 2016-17,-
2015-1346,79,true,true,2016-04-20,08 - 08-B 2016-17,-
2013-1102,76,true,true,2016-04-14,08 - 08-B 2016-17,-
2008-0402,63,true,true,2016-04-04,08 - 08-B 2016-17,-
2008-0402,63,true,true,2016-04-11,08 - 08-B 2016-17,-
2009-0517,72,true,true,2016-04-25,08 - 08-B 2016-17,-
2014-1275,65,true,true,2016-04-11,08 - 08-B 2016-17,-
2010-0606,57,true,true,2016-04-05,08 - 08-B 2016-17,-
2010-0606,57,true,true,2016-04-25,08 - 08-B 2016-17,-
2013-1006,53,true,true,2016-04-11,08 - 08-B 2016-17,-
2013-1006,53,true,true,2016-04-12,08 - 08-B 2016-17,-
2013-1006,53,true,true,2016-04-14,08 - 08-B 2016-17,-
2013-1006,53,true,true,2016-04-15,08 - 08-B 2016-17,-
2013-1006,53,true,true,2016-04-20,08 - 08-B 2016-17,-
2013-1006,53,true,true,2016-04-19,08 - 08-B 2016-17,-
2013-1006,53,true,true,2016-04-25,08 - 08-B 2016-17,-
2015-1337,60,true,true,2016-04-01,08 - 08-B 2016-17,-
2015-1337,60,true,true,2016-04-04,08 - 08-B 2016-17,-
2015-1337,60,true,true,2016-04-06,08 - 08-B 2016-17,-
2008-0375,90,true,true,2016-04-13,08 - 08-B 2016-17,-
2008-0375,90,true,true,2016-04-19,08 - 08-B 2016-17,-
2008-0375,90,true,true,2016-04-29,08 - 08-B 2016-17,Sick leave
2009-0512,71,true,true,2016-04-05,08 - 08-B 2016-17,-
2015-1369,75,true,true,2016-04-08,08 - 08-B 2016-17,-
2014-1263,89,true,true,2016-04-01,08 - 08-B 2016-17,-
2014-1263,89,true,true,2016-04-25,08 - 08-B 2016-17,-
2008-0397,56,true,true,2016-04-20,08 - 08-B 2016-17,-
2010-0699,73,true,true,2016-04-19,08 - 08-B 2016-17,-
2014-1171,64,true,true,2016-04-01,08 - 08-B 2016-17,-
2014-1171,64,true,true,2016-04-07,08 - 08-B 2016-17,-
2014-1171,64,true,true,2016-04-28,08 - 08-B 2016-17,-
2014-1180,66,true,true,2016-04-08,08 - 08-B 2016-17,-
2014-1180,66,true,true,2016-04-28,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-04-01,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-04-04,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-04-08,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-04-11,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-04-12,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-04-13,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-04-14,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-04-21,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-04-27,08 - 08-B 2016-17,-
2014-1226,85,true,true,2016-04-28,08 - 08-B 2016-17,-
2014-1229,86,true,true,2016-04-01,08 - 08-B 2016-17,-
2014-1229,86,true,true,2016-04-04,08 - 08-B 2016-17,-
2014-1229,86,true,true,2016-04-08,08 - 08-B 2016-17,-
2014-1229,86,true,true,2016-04-11,08 - 08-B 2016-17,-
2015-1367,61,true,true,2016-04-01,08 - 08-B 2016-17,-
2015-1367,61,true,true,2016-04-07,08 - 08-B 2016-17,-
2015-1367,61,true,true,2016-04-13,08 - 08-B 2016-17,-
2012-0907,59,true,true,2016-04-07,08 - 08-B 2016-17,-
2012-0907,59,true,true,2016-04-11,08 - 08-B 2016-17,-
2010-0663,70,true,true,2016-04-11,08 - 08-B 2016-17,-
2014-1194,82,true,true,2016-04-25,08 - 08-B 2016-17,-
2013-1071,70,true,true,2016-05-09,10 - 10 2016-17,-
2015-1401,76,true,true,2016-05-06,10 - 10 2016-17,-
2014-1276,67,true,true,2016-05-09,10 - 10 2016-17,-
2013-1113,74,true,true,2016-05-09,10 - 10 2016-17,-
2010-0672,80,true,true,2016-05-09,10 - 10 2016-17,-
2012-0930,65,true,true,2016-05-09,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-09,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-09,10 - 10 2016-17,-
2016-1507,17,true,true,2016-05-10,09 - 09-A 2016-17,-
2014-1158,06,true,true,2016-05-10,09 - 09-A 2016-17,-
2011-0755,19,true,true,2016-03-25,06 - 06-G 2016-17,unknown
2010-0653,11,true,true,2016-03-28,06 - 06-G 2016-17,unknown
2010-0653,11,true,true,2016-03-29,06 - 06-G 2016-17,unknown
2010-0653,11,true,true,2016-03-30,06 - 06-G 2016-17,unknown
2010-0653,11,true,true,2016-03-31,06 - 06-G 2016-17,unknown
2010-0691,16,true,true,2016-03-25,06 - 06-G 2016-17,unknown
2015-1413,08,true,true,2016-03-23,06 - 06-G 2016-17,unknown
2015-1413,08,true,true,2016-03-24,06 - 06-G 2016-17,unknown
2015-1413,08,true,true,2016-03-25,06 - 06-G 2016-17,unknown
2015-1413,08,true,true,2016-03-28,06 - 06-G 2016-17,unknown
2015-1413,08,true,true,2016-03-29,06 - 06-G 2016-17,unknown
2015-1413,08,true,true,2016-03-30,06 - 06-G 2016-17,unknown
2015-1413,08,true,true,2016-03-31,06 - 06-G 2016-17,unknown
2013-1054,21,true,true,2016-03-25,06 - 06-G 2016-17,unknown
2015-1333,13,true,true,2016-03-23,06 - 06-G 2016-17,unknown
2016-1498,74,true,true,2016-05-03,03 - 03-S 2016-17,-
2012-0949,80,true,true,2016-05-03,03 - 03-S 2016-17,-
2012-0949,80,true,true,2016-05-04,03 - 03-S 2016-17,-
2014-1170,10,true,true,2016-05-04,03 - 03-S 2016-17,-
2014-1203,55,true,true,2016-05-04,03 - 03-S 2016-17,-
2014-1246,16,true,true,2016-05-09,03 - 03-S 2016-17,-
2012-0949,80,true,true,2016-05-09,03 - 03-S 2016-17,-
2014-1230,66,true,true,2016-05-09,03 - 03-S 2016-17,-
2011-0873,77,true,true,2016-05-10,03 - 03-S 2016-17,-
2011-0842,01,true,true,2016-03-21,03 - 03-S 2016-17,-
2013-1063,21,true,true,2016-03-21,03 - 03-S 2016-17,-
2012-0941,17,true,true,2016-03-21,03 - 03-S 2016-17,-
2014-1170,10,true,true,2016-03-21,03 - 03-S 2016-17,-
2014-1209,13,true,true,2016-03-21,03 - 03-S 2016-17,-
2014-1246,16,true,true,2016-03-21,03 - 03-S 2016-17,-
2013-1017,04,true,true,2016-03-21,03 - 03-S 2016-17,-
2014-1242,75,true,true,2016-03-21,03 - 03-S 2016-17,-
2012-0949,80,true,true,2016-03-21,03 - 03-S 2016-17,-
2011-0873,77,true,true,2016-03-21,03 - 03-S 2016-17,-
2012-0948,78,true,true,2016-03-21,03 - 03-S 2016-17,-
2011-0791,61,true,true,2016-03-21,03 - 03-S 2016-17,-
2011-0745,56,true,true,2016-03-21,03 - 03-S 2016-17,-
2011-0790,60,true,true,2016-03-21,03 - 03-S 2016-17,-
2015-1349,76,true,true,2016-03-21,03 - 03-S 2016-17,-
2012-0972,65,true,true,2016-03-21,03 - 03-S 2016-17,-
2014-1230,66,true,true,2016-03-21,03 - 03-S 2016-17,-
2014-1230,66,true,true,2016-03-22,03 - 03-S 2016-17,-
2014-1230,66,true,true,2016-03-24,03 - 03-S 2016-17,-
2014-1230,66,true,true,2016-03-25,03 - 03-S 2016-17,-
2014-1230,66,true,true,2016-03-28,03 - 03-S 2016-17,-
2011-0853,69,true,true,2016-03-24,03 - 03-S 2016-17,-
2013-1063,21,true,true,2016-03-22,03 - 03-S 2016-17,-
2013-1063,21,true,true,2016-03-24,03 - 03-S 2016-17,-
2012-0941,17,true,true,2016-03-22,03 - 03-S 2016-17,-
2014-1170,10,true,true,2016-03-22,03 - 03-S 2016-17,-
2014-1170,10,true,true,2016-03-24,03 - 03-S 2016-17,-
2014-1170,10,true,true,2016-03-25,03 - 03-S 2016-17,-
2014-1170,10,true,true,2016-03-28,03 - 03-S 2016-17,-
2014-1170,10,true,true,2016-03-29,03 - 03-S 2016-17,-
2014-1209,13,true,true,2016-03-22,03 - 03-S 2016-17,-
2014-1209,13,true,true,2016-03-24,03 - 03-S 2016-17,-
2014-1209,13,true,true,2016-03-25,03 - 03-S 2016-17,-
2014-1168,02,true,true,2016-03-25,03 - 03-S 2016-17,-
2012-0920,14,true,true,2016-03-25,03 - 03-S 2016-17,-
2014-1246,16,true,true,2016-03-22,03 - 03-S 2016-17,-
2014-1246,16,true,true,2016-03-24,03 - 03-S 2016-17,-
2013-1017,04,true,true,2016-03-22,03 - 03-S 2016-17,-
2014-1242,75,true,true,2016-03-22,03 - 03-S 2016-17,-
2014-1242,75,true,true,2016-03-25,03 - 03-S 2016-17,-
2014-1207,57,true,true,2016-03-25,03 - 03-S 2016-17,-
2012-0949,80,true,true,2016-03-22,03 - 03-S 2016-17,-
2011-0873,77,true,true,2016-03-25,03 - 03-S 2016-17,-
2012-0948,78,true,true,2016-03-22,03 - 03-S 2016-17,-
2012-0948,78,true,true,2016-03-30,03 - 03-S 2016-17,-
2012-0949,80,true,true,2016-03-31,03 - 03-S 2016-17,-
2014-1168,02,true,true,2016-03-31,03 - 03-S 2016-17,-
2011-0791,61,true,true,2016-03-22,03 - 03-S 2016-17,-
2011-0791,61,true,true,2016-03-24,03 - 03-S 2016-17,-
2011-0791,61,true,true,2016-03-25,03 - 03-S 2016-17,-
2011-0790,60,true,true,2016-03-22,03 - 03-S 2016-17,-
2011-0790,60,true,true,2016-03-24,03 - 03-S 2016-17,-
2011-0790,60,true,true,2016-03-28,03 - 03-S 2016-17,-
2011-0790,60,true,true,2016-03-29,03 - 03-S 2016-17,-
2011-0790,60,true,true,2016-03-30,03 - 03-S 2016-17,-
2015-1349,76,true,true,2016-03-22,03 - 03-S 2016-17,-
2015-1349,76,true,true,2016-03-24,03 - 03-S 2016-17,-
2015-1349,76,true,true,2016-03-25,03 - 03-S 2016-17,-
2015-1349,76,true,true,2016-03-28,03 - 03-S 2016-17,-
2014-1203,55,true,true,2016-03-21,03 - 03-S 2016-17,-
2014-1203,55,true,true,2016-03-22,03 - 03-S 2016-17,-
2014-1203,55,true,true,2016-03-24,03 - 03-S 2016-17,-
2014-1203,55,true,true,2016-03-25,03 - 03-S 2016-17,-
2014-1203,55,true,true,2016-03-28,03 - 03-S 2016-17,-
2014-1203,55,true,true,2016-03-29,03 - 03-S 2016-17,-
2014-1203,55,true,true,2016-03-30,03 - 03-S 2016-17,-
2014-1203,55,true,true,2016-03-31,03 - 03-S 2016-17,-
2012-0972,65,true,true,2016-03-25,03 - 03-S 2016-17,-
2014-1150,01,true,true,2016-03-25,KG - KG-G 2016-17,-
2014-1296,66,true,true,2016-03-25,KG - KG-G 2016-17,-
2015-1339,19,true,true,2016-03-24,KG - KG-G 2016-17,-
2014-1281,16,true,true,2016-03-24,KG - KG-G 2016-17,-
2014-1281,16,true,true,2016-03-25,KG - KG-G 2016-17,-
2014-1281,16,true,true,2016-03-23,KG - KG-G 2016-17,-
2014-1281,16,true,true,2016-03-28,KG - KG-G 2016-17,-
2014-1281,16,true,true,2016-03-29,KG - KG-G 2016-17,-
2014-1297,65,true,true,2016-03-25,KG - KG-G 2016-17,-
2016-1474,81,true,true,2016-03-28,KG - KG-G 2016-17,-
2016-1474,81,true,true,2016-03-29,KG - KG-G 2016-17,-
2016-1474,81,true,true,2016-03-30,KG - KG-G 2016-17,-
2016-1474,81,true,true,2016-03-31,KG - KG-G 2016-17,-
2015-1321,56,true,true,2016-03-25,KG - KG-G 2016-17,-
2014-1277,14,true,true,2016-03-25,KG - KG-G 2016-17,-
2015-1399,72,true,true,2016-03-24,KG - KG-G 2016-17,-
2014-1290,64,true,true,2016-04-04,KG - KG-G 2016-17,-
2014-1290,64,true,true,2016-04-06,KG - KG-G 2016-17,-
2014-1290,64,true,true,2016-04-15,KG - KG-G 2016-17,-
2014-1290,64,true,true,2016-04-18,KG - KG-G 2016-17,-
2014-1150,01,true,true,2016-04-06,KG - KG-G 2016-17,-
2014-1296,66,true,true,2016-04-01,KG - KG-G 2016-17,-
2014-1296,66,true,true,2016-04-04,KG - KG-G 2016-17,-
2015-1339,19,true,true,2016-04-01,KG - KG-G 2016-17,-
2014-1281,16,true,true,2016-04-01,KG - KG-G 2016-17,-
2015-1447,76,true,true,2016-04-01,KG - KG-G 2016-17,-
2015-1447,76,true,true,2016-04-04,KG - KG-G 2016-17,-
2015-1447,76,true,true,2016-04-05,KG - KG-G 2016-17,-
2015-1447,76,true,true,2016-04-06,KG - KG-G 2016-17,-
2015-1447,76,true,true,2016-04-08,KG - KG-G 2016-17,-
2016-1515,18,true,true,2016-04-29,KG - KG-G 2016-17,-
2014-1297,65,true,true,2016-04-01,KG - KG-G 2016-17,-
2014-1297,65,true,true,2016-04-04,KG - KG-G 2016-17,-
2016-1474,81,true,true,2016-04-01,KG - KG-G 2016-17,-
2015-1399,72,true,true,2016-04-06,KG - KG-G 2016-17,-
2015-1399,72,true,true,2016-04-08,KG - KG-G 2016-17,-
2015-1368,54,true,true,2016-04-08,KG - KG-G 2016-17,-
2015-1443,77,true,true,2016-04-08,KG - KG-G 2016-17,-
2015-1313,17,true,true,2016-04-11,KG - KG-G 2016-17,-
2015-1313,17,true,true,2016-04-12,KG - KG-G 2016-17,-
2015-1313,17,true,true,2016-04-13,KG - KG-G 2016-17,-
2015-1313,17,true,true,2016-04-14,KG - KG-G 2016-17,-
2015-1313,17,true,true,2016-04-15,KG - KG-G 2016-17,-
2015-1313,17,true,true,2016-04-28,KG - KG-G 2016-17,-
2015-1313,17,true,true,2016-04-29,KG - KG-G 2016-17,-
2014-1214,10,true,true,2016-04-12,KG - KG-G 2016-17,-
2014-1290,64,true,true,2016-05-03,KG - KG-G 2016-17,-
2014-1290,64,true,true,2016-05-04,KG - KG-G 2016-17,-
2014-1290,64,true,true,2016-05-05,KG - KG-G 2016-17,-
2014-1290,64,true,true,2016-05-06,KG - KG-G 2016-17,-
2014-1150,01,true,true,2016-05-05,KG - KG-G 2016-17,-
2014-1150,01,true,true,2016-05-11,KG - KG-G 2016-17,-
2015-1392,20,true,true,2016-05-06,KG - KG-G 2016-17,-
2014-1296,66,true,true,2016-05-03,KG - KG-G 2016-17,-
2015-1447,76,true,true,2016-05-05,KG - KG-G 2016-17,-
2016-1515,18,true,true,2016-05-03,KG - KG-G 2016-17,-
2014-1297,65,true,true,2016-05-03,KG - KG-G 2016-17,-
2015-1321,56,true,true,2016-05-10,KG - KG-G 2016-17,-
2015-1368,54,true,true,2016-05-04,KG - KG-G 2016-17,-
2015-1368,54,true,true,2016-05-10,KG - KG-G 2016-17,-
2015-1313,17,true,true,2016-05-05,KG - KG-G 2016-17,-
2010-0672,80,true,true,2016-05-10,10 - 10 2016-17,-
2008-0372,62,true,true,2016-05-10,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-10,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-11,10 - 10 2016-17,-
2011-0800,77,true,true,2016-05-10,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-10,10 - 10 2016-17,-
2013-1005,68,true,true,2016-05-10,10 - 10 2016-17,-
2008-0448,51,true,true,2016-05-11,10 - 10 2016-17,-
2004-0035,53,true,true,2016-05-11,10 - 10 2016-17,-
2013-1071,70,true,true,2016-05-11,10 - 10 2016-17,-
2010-0605,64,true,true,2016-05-11,10 - 10 2016-17,-
2015-1362,69,true,true,2016-05-11,10 - 10 2016-17,-
2015-1334,73,true,true,2016-05-11,10 - 10 2016-17,-
2011-0800,77,true,true,2016-05-11,10 - 10 2016-17,-
2014-1154,55,true,true,2016-05-11,10 - 10 2016-17,-
2015-1336,04,true,true,2016-05-11,10 - 10 2016-17,-
2008-0450,56,true,true,2016-05-11,10 - 10 2016-17,-
2007-0313,01,true,true,2016-05-11,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-11,10 - 10 2016-17,-
2013-1005,68,true,true,2016-05-11,10 - 10 2016-17,-
2015-1323,85,true,true,2016-05-12,02 - 02-Pur 2016-17,-
2012-0937,61,true,true,2016-05-12,02 - 02-Pur 2016-17,-
2015-1323,85,true,true,2016-05-11,02 - 02-Pur 2016-17,-
2013-1047,13,true,true,2016-05-09,02 - 02-Pur 2016-17,-
2014-1204,73,true,true,2016-05-11,02 - 02-Pur 2016-17,-
2013-1091,15,true,true,2016-05-11,02 - 02-Pur 2016-17,-
2012-0937,61,true,true,2016-05-10,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-05-10,02 - 02-Pur 2016-17,-
2015-1397,89,true,true,2016-05-09,02 - 02-Pur 2016-17,-
2015-1398,13,true,true,2016-05-12,08 - 08-A 2016-17,unknown
2015-1398,13,true,true,2016-05-11,08 - 08-A 2016-17,unknown
2015-1398,13,true,true,2016-05-10,08 - 08-A 2016-17,unknown
2011-0711,16,true,true,2016-05-12,04 - 04-G 2016-17,unknown
2015-1398,13,true,true,2016-05-09,08 - 08-A 2016-17,unknown
2015-1398,13,true,true,2016-05-06,08 - 08-A 2016-17,unknown
2009-0539,02,true,true,2016-05-11,08 - 08-A 2016-17,unknown
2014-1193,10,true,true,2016-05-11,08 - 08-A 2016-17,unknown
2015-1389,19,true,true,2016-05-12,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-05-11,01 - 01-R 2016-17,-
2013-1143,75,true,true,2016-05-11,01 - 01-R 2016-17,-
2015-1389,19,true,true,2016-05-10,01 - 01-R 2016-17,-
2015-1351,12,true,true,2016-05-10,01 - 01-R 2016-17,-
2013-1134,13,true,true,2016-05-10,01 - 01-R 2016-17,-
2014-1196,15,true,true,2016-05-09,01 - 01-R 2016-17,-
2014-1262,17,true,true,2016-05-09,01 - 01-R 2016-17,-
2016-1533,09,true,true,2016-05-09,01 - 01-R 2016-17,-
2013-1003,53,true,true,2016-05-09,01 - 01-R 2016-17,-
