Student,Roll number,Exam group,Batch,Subject,Marks,Grading level,Remarks
2016-1479,17,Quiz-1,05 - 05-G 2016-17,SS-05,14.0,A+,
2014-1176,06,Quiz-1,05 - 05-G 2016-17,SS-05,10.0,B,
2013-1034,08,Quiz-1,05 - 05-G 2016-17,SS-05,10.0,B,
2014-1243,16,Quiz-1,05 - 05-G 2016-17,SS-05,13.0,A,
2010-0629,15,Quiz-1,05 - 05-G 2016-17,SS-05,9.0,B,
2012-0881,80,Quiz-1,09 - 09-B 2016-17,BIO-09,20.0,D,
2016-1541,78,Quiz-1,09 - 09-B 2016-17,BIO-09,20.0,D,
2007-0221,66,Quiz-1,09 - 09-B 2016-17,BIO-09,36.0,B+,
2010-0636,69,Quiz-1,09 - 09-B 2016-17,BIO-09,21.0,D,
2011-0777,70,Quiz-1,09 - 09-B 2016-17,BIO-09,12.0,F,
2010-0667,73,Quiz-1,09 - 09-B 2016-17,BIO-09,22.0,D,
2010-0712,75,Quiz-1,09 - 09-B 2016-17,BIO-09,4.0,F,
2011-0828,79,Quiz-1,09 - 09-B 2016-17,BIO-09,20.0,D,
2010-0668,74,Quiz-1,09 - 09-B 2016-17,BIO-09,15.0,F,
2013-1124,87,Quiz-1,09 - 09-B 2016-17,BIO-09,20.0,D,
2015-1358,61,Quiz-1,09 - 09-B 2016-17,BIO-09,46.0,A+,
2016-1484,51,Quiz-1,09 - 09-B 2016-17,BIO-09,34.0,B,
2006-0175,05,Quiz-1,09 - 09-A 2016-17,BIO-09,20.0,D,
2014-1219,08,Quiz-1,09 - 09-A 2016-17,BIO-09,22.0,D,
2013-1046,03,Quiz-1,09 - 09-A 2016-17,BIO-09,46.0,A+,
2007-0267,12,Quiz-1,09 - 09-A 2016-17,BIO-09,7.0,F,
2007-0537,20,Quiz-1,09 - 09-A 2016-17,BIO-09,20.0,D,
2005-0159,02,Quiz-1,09 - 09-A 2016-17,BIO-09,20.0,D,
2008-0343,09,Quiz-1,09 - 09-A 2016-17,BIO-09,20.0,D,
2009-0520,19,Quiz-1,09 - 09-A 2016-17,BIO-09,23.0,D,
2015-1310,16,Quiz-1,09 - 09-A 2016-17,BIO-09,39.0,B+,
2014-1232,13,Quiz-1,09 - 09-A 2016-17,BIO-09,37.0,B+,
2014-1288,07,Quiz-1,09 - 09-A 2016-17,BIO-09,48.0,A+,
2015-1455,15,Quiz-1,09 - 09-A 2016-17,BIO-09,34.0,B,
2005-0102,01,Quiz-1,09 - 09-A 2016-17,BIO-09,28.0,C,
2007-0301,04,Quiz-1,09 - 09-A 2016-17,BIO-09,41.0,A,
2009-0545,21,Quiz-1,09 - 09-A 2016-17,BIO-09,26.0,C,
2016-1507,17,Quiz-1,09 - 09-A 2016-17,BIO-09,6.0,F,
2006-0214,03,Quiz-1,08 - 08-A 2016-17,BIO-08,11.5,D,
2014-1254,12,Quiz-1,08 - 08-A 2016-17,BIO-08,25.0,A+,
2015-1462,09,Quiz-1,08 - 08-A 2016-17,BIO-08,25.0,A+,
2014-1191,06,Quiz-1,08 - 08-A 2016-17,BIO-08,16.0,B,
2013-1036,07,Quiz-1,08 - 08-A 2016-17,BIO-08,11.5,D,
2015-1413,08,Quiz-1,06 - 06-G 2016-17,SCI-06,4.95,F,
2008-0421,06,Quiz-1,06 - 06-G 2016-17,SCI-06,12.15,A,
2010-0691,16,Quiz-1,06 - 06-G 2016-17,SCI-06,5.25,F,
2010-0653,11,Quiz-1,06 - 06-G 2016-17,SCI-06,6.6,D,
2009-0522,12,Quiz-1,06 - 06-G 2016-17,SCI-06,11.25,B+,
2011-0755,19,Quiz-1,06 - 06-G 2016-17,SCI-06,8.1,C,
2009-0567,14,Quiz-1,06 - 06-G 2016-17,SCI-06,9.9,B,
2012-0955,09,Quiz-1,06 - 06-G 2016-17,SCI-06,11.1,B+,
2013-1054,21,Quiz-1,06 - 06-G 2016-17,SCI-06,4.2,F,
2014-1157,02,Quiz-1,06 - 06-G 2016-17,SCI-06,2.7,F,
2014-1253,07,Quiz-1,06 - 06-G 2016-17,SCI-06,11.55,B+,
2013-1014,01,Quiz-1,06 - 06-G 2016-17,SCI-06,6.45,D,
2009-0497,05,Quiz-1,06 - 06-G 2016-17,SCI-06,9.75,B,
2011-0813,20,Quiz-1,06 - 06-G 2016-17,SCI-06,11.55,B+,
2015-1333,13,Quiz-1,06 - 06-G 2016-17,SCI-06,1.8,F,
2014-1158,06,Quiz-1,09 - 09-A 2016-17,CS-09,29.5,C,
2015-1361,63,Quiz-1,10 - 10 2016-17,CS-10,14.5,F,
2015-1334,73,Quiz-1,10 - 10 2016-17,CS-10,24.5,D,
2010-0664,79,Quiz-1,10 - 10 2016-17,CS-10,,,
2010-0672,80,Quiz-1,10 - 10 2016-17,CS-10,13.0,F,
2005-0130,81,Quiz-1,10 - 10 2016-17,CS-10,15.0,F,
2011-0800,77,Quiz-1,10 - 10 2016-17,CS-10,13.0,F,
2008-0448,51,Quiz-1,10 - 10 2016-17,CS-10,,,
2013-1113,74,Quiz-1,10 - 10 2016-17,CS-10,,,
2010-0605,64,Quiz-1,10 - 10 2016-17,CS-10,37.0,B+,
2015-1362,69,Quiz-1,10 - 10 2016-17,CS-10,38.0,B+,
2005-0129,52,Quiz-1,10 - 10 2016-17,CS-10,5.0,F,
2014-1154,55,Quiz-1,10 - 10 2016-17,CS-10,12.0,F,
2008-0450,56,Quiz-1,10 - 10 2016-17,CS-10,14.5,F,
2013-1105,72,Quiz-1,10 - 10 2016-17,CS-10,6.0,F,
2013-1071,70,Quiz-1,10 - 10 2016-17,CS-10,,,
2004-0049,60,Quiz-1,10 - 10 2016-17,CS-10,28.0,C,
2004-0071,59,Quiz-1,10 - 10 2016-17,CS-10,32.0,B,
2015-1365,75,Quiz-1,10 - 10 2016-17,CS-10,13.5,F,
2015-1401,76,Quiz-1,10 - 10 2016-17,CS-10,,,
2004-0035,53,Quiz-1,10 - 10 2016-17,CS-10,10.0,F,
2014-1276,67,Quiz-1,10 - 10 2016-17,CS-10,8.0,F,
2015-1356,57,Quiz-1,10 - 10 2016-17,CS-10,33.0,B,
2011-0768,71,Quiz-1,10 - 10 2016-17,CS-10,20.0,D,
2013-1005,68,Quiz-1,10 - 10 2016-17,CS-10,12.0,F,
2014-1222,84,Quiz-1,08 - 08-B 2016-17,MAT-08,4.75,F,
2006-0243,54,Quiz-1,08 - 08-B 2016-17,MAT-08,7.5,F,
2011-0861,77,Quiz-1,08 - 08-B 2016-17,MAT-08,7.5,F,
2014-12940,87,Quiz-1,08 - 08-B 2016-17,MAT-08,10.0,D,
2013-1076,67,Quiz-1,08 - 08-B 2016-17,MAT-08,11.0,D,
2013-1040,78,Quiz-1,08 - 08-B 2016-17,MAT-08,4.25,F,
2010-0606,57,Quiz-1,08 - 08-B 2016-17,MAT-08,22.0,A,
2015-1407,62,Quiz-1,08 - 08-B 2016-17,MAT-08,9.0,F,
2013-1006,53,Quiz-1,08 - 08-B 2016-17,MAT-08,13.5,C,
2008-0375,90,Quiz-1,08 - 08-B 2016-17,MAT-08,10.5,D,
2009-0512,71,Quiz-1,08 - 08-B 2016-17,MAT-08,6.5,F,
2015-1369,75,Quiz-1,08 - 08-B 2016-17,MAT-08,17.0,B,
2014-1263,89,Quiz-1,08 - 08-B 2016-17,MAT-08,3.0,F,
2008-0397,56,Quiz-1,08 - 08-B 2016-17,MAT-08,10.5,D,
2010-0699,73,Quiz-1,08 - 08-B 2016-17,MAT-08,14.0,C,
2014-1171,64,Quiz-1,08 - 08-B 2016-17,MAT-08,2.5,F,
2015-1367,61,Quiz-1,08 - 08-B 2016-17,MAT-08,6.5,F,
2010-0612,55,Quiz-1,08 - 08-B 2016-17,MAT-08,4.5,F,
2014-1180,66,Quiz-1,08 - 08-B 2016-17,MAT-08,10.0,D,
2014-1226,85,Quiz-1,08 - 08-B 2016-17,MAT-08,6.5,F,
2014-1229,86,Quiz-1,08 - 08-B 2016-17,MAT-08,6.75,F,
2013-1065,74,Quiz-1,08 - 08-B 2016-17,MAT-08,13.5,C,
2014-1187,81,Quiz-1,08 - 08-B 2016-17,MAT-08,11.0,D,
2014-1194,82,Quiz-1,08 - 08-B 2016-17,MAT-08,14.0,C,
2009-0523,68,Quiz-1,08 - 08-B 2016-17,MAT-08,13.5,C,
2015-1346,79,Quiz-1,08 - 08-B 2016-17,MAT-08,11.0,D,
2014-1181,80,Quiz-1,08 - 08-B 2016-17,MAT-08,12.25,D,
2013-1102,76,Quiz-1,08 - 08-B 2016-17,MAT-08,5.0,F,
2008-0402,63,Quiz-1,08 - 08-B 2016-17,MAT-08,14.0,C,
2009-0517,72,Quiz-1,08 - 08-B 2016-17,MAT-08,11.5,D,
2014-1275,65,Quiz-1,08 - 08-B 2016-17,MAT-08,8.5,F,
2014-1216,83,Quiz-1,08 - 08-B 2016-17,MAT-08,18.0,B+,
2014-1261,88,Quiz-1,08 - 08-B 2016-17,MAT-08,3.0,F,
2011-0863,52,Quiz-1,08 - 08-B 2016-17,MAT-08,10.0,D,
2011-0862,69,Quiz-1,08 - 08-B 2016-17,MAT-08,22.5,A+,
2015-1337,60,Quiz-1,08 - 08-B 2016-17,MAT-08,8.0,F,
2012-0907,59,Quiz-1,08 - 08-B 2016-17,MAT-08,9.25,F,
2010-0663,70,Quiz-1,08 - 08-B 2016-17,MAT-08,7.75,F,
2012-0887,53,Asst-I,03 - 03-G 2016-17,CS-03,10.5,B+,
2013-1062,84,Asst-I,03 - 03-G 2016-17,CS-03,13.5,A+,
2014-1256,86,Asst-I,03 - 03-G 2016-17,CS-03,13.5,A+,
2011-0857,71,Asst-I,03 - 03-G 2016-17,CS-03,13.5,A+,
2012-0954,81,Asst-I,03 - 03-G 2016-17,CS-03,12.0,A,
2012-0877,79,Asst-I,03 - 03-G 2016-17,CS-03,13.0,A,
2013-1018,09,Asst-I,03 - 03-G 2016-17,CS-03,15.0,A+,
2011-0849,12,Asst-I,03 - 03-G 2016-17,CS-03,12.5,A,
2012-0889,19,Asst-I,03 - 03-G 2016-17,CS-03,13.5,A+,
2011-0786,63,Asst-I,03 - 03-G 2016-17,CS-03,13.5,A+,
2013-1080,83,Asst-I,03 - 03-G 2016-17,CS-03,14.0,A+,
2012-0924,67,Asst-I,03 - 03-G 2016-17,CS-03,14.5,A+,
2015-1400,82,Asst-I,03 - 03-G 2016-17,CS-03,15.0,A+,
2015-1329,23,Asst-I,03 - 03-G 2016-17,CS-03,11.0,B+,
2014-1161,52,Asst-I,03 - 03-G 2016-17,CS-03,,,
2013-1008,59,Asst-I,03 - 03-G 2016-17,CS-03,13.5,A+,
2011-0805,05,Asst-I,03 - 03-G 2016-17,CS-03,14.0,A+,
2015-1395,85,Asst-I,03 - 03-G 2016-17,CS-03,13.5,A+,
2011-0814,06,Asst-I,03 - 03-G 2016-17,CS-03,14.5,A+,
2011-0868,73,Asst-I,03 - 03-G 2016-17,CS-03,13.5,A+,
2015-1438,15,Asst-I,03 - 03-G 2016-17,CS-03,13.5,A+,
2016-1514,54,Asst-I,03 - 03-G 2016-17,CS-03,14.0,A+,
2014-1293,70,Asst-I,03 - 03-G 2016-17,CS-03,10.0,B,
2014-1233,72,Asst-I,03 - 03-G 2016-17,CS-03,14.5,A+,
2014-1178,11,Asst-I,03 - 03-G 2016-17,CS-03,14.0,A+,
2012-0971,18,Asst-I,03 - 03-G 2016-17,CS-03,13.5,A+,
2016-1493,58,Asst-I,03 - 03-G 2016-17,CS-03,8.0,C,
2015-1403,03,Asst-I,03 - 03-G 2016-17,CS-03,14.0,A+,
2015-1309,11,Quiz-1,05 - 05-G 2016-17,ENG-05,10.0,D,
2011-0751,02,Quiz-1,05 - 05-G 2016-17,ENG-05,22.0,A,
2012-0879,21,Quiz-1,05 - 05-G 2016-17,ENG-05,23.0,A+,
2014-1185,09,Quiz-1,05 - 05-G 2016-17,ENG-05,7.5,F,
2010-0657,10,Quiz-1,05 - 05-G 2016-17,ENG-05,22.5,A+,
2009-0466,01,Quiz-1,05 - 05-G 2016-17,ENG-05,22.75,A+,
2009-0532,07,Quiz-1,05 - 05-G 2016-17,ENG-05,18.5,B+,
2010-0608,03,Quiz-1,05 - 05-G 2016-17,ENG-05,13.75,C,
2009-0559,14,Quiz-1,05 - 05-G 2016-17,ENG-05,8.0,F,
2009-0500,05,Quiz-1,05 - 05-G 2016-17,ENG-05,14.5,C,
2015-1432,12,Quiz-1,05 - 05-G 2016-17,ENG-05,8.5,F,
2015-1441,13,Quiz-1,05 - 05-G 2016-17,ENG-05,15.5,B,
2016-1479,17,Quiz-1,05 - 05-G 2016-17,ENG-05,22.75,A+,
2014-1176,06,Quiz-1,05 - 05-G 2016-17,ENG-05,19.25,B+,
2013-1034,08,Quiz-1,05 - 05-G 2016-17,ENG-05,17.75,B+,
2014-1243,16,Quiz-1,05 - 05-G 2016-17,ENG-05,24.0,A+,
2010-0629,15,Quiz-1,05 - 05-G 2016-17,ENG-05,17.5,B+,
2015-1307,03,Quiz-1,07 - 07-A 2016-17,SCI-07,6.3,D,
2015-1440,07,Quiz-1,07 - 07-A 2016-17,SCI-07,8.85,C,
2009-0544,01,Quiz-1,07 - 07-A 2016-17,SCI-07,12.9,A,
2010-0724,04,Quiz-1,07 - 07-A 2016-17,SCI-07,13.5,A+,
2008-0409,08,Quiz-1,07 - 07-A 2016-17,SCI-07,10.65,B+,
2013-1009,11,Quiz-1,07 - 07-A 2016-17,SCI-07,11.4,B+,
2013-1082,17,Quiz-1,07 - 07-A 2016-17,SCI-07,10.65,B+,
2013-1015,13,Quiz-1,07 - 07-A 2016-17,SCI-07,6.9,D,
2009-0508,67,Quiz-1,06 - 06-S 2016-17,SCI-06,6.3,D,
2014-1238,69,Quiz-1,06 - 06-S 2016-17,SCI-06,9.15,B,
2013-1136,76,Quiz-1,06 - 06-S 2016-17,SCI-06,8.25,C,
2009-0510,60,Quiz-1,06 - 06-S 2016-17,SCI-06,4.05,F,
2010-0607,68,Quiz-1,06 - 06-S 2016-17,SCI-06,7.5,C,
2008-0378,51,Quiz-1,06 - 06-S 2016-17,SCI-06,6.45,D,
2008-0379,52,Quiz-1,06 - 06-S 2016-17,SCI-06,6.6,D,
2016-1526,57,Quiz-1,06 - 06-S 2016-17,SCI-06,7.95,C,
2011-07860,79,Quiz-1,06 - 06-S 2016-17,SCI-06,9.75,B,
2012-0935,80,Quiz-1,06 - 06-S 2016-17,SCI-06,10.95,B+,
2010-0581,55,Quiz-1,06 - 06-S 2016-17,SCI-06,9.6,B,
2014-1213,62,Quiz-1,06 - 06-S 2016-17,SCI-06,7.05,D,
2010-0592,54,Quiz-1,06 - 06-S 2016-17,SCI-06,10.35,B,
2015-1380,81,Quiz-1,06 - 06-S 2016-17,SCI-06,3.75,F,
2015-1347,77,Quiz-1,06 - 06-S 2016-17,SCI-06,8.55,C,
2015-1373,78,Quiz-1,06 - 06-S 2016-17,SCI-06,4.05,F,
2015-1326,71,Quiz-1,06 - 06-S 2016-17,SCI-06,6.3,D,
2015-1359,61,Quiz-1,06 - 06-S 2016-17,SCI-06,10.65,B+,
2014-1188,59,Quiz-1,06 - 06-S 2016-17,SCI-06,9.9,B,
2014-1301,70,Quiz-1,06 - 06-S 2016-17,SCI-06,10.35,B,
2008-0438,58,Quiz-1,06 - 06-S 2016-17,SCI-06,6.9,D,
2010-0635,75,Quiz-1,06 - 06-S 2016-17,SCI-06,8.55,C,
2012-0933,63,Quiz-1,06 - 06-S 2016-17,SCI-06,7.05,D,
2009-0540,72,Quiz-1,06 - 06-S 2016-17,SCI-06,10.05,B,
2010-0679,53,Quiz-1,06 - 06-S 2016-17,SCI-06,6.3,D,
2016-1535,66,Quiz-1,06 - 06-S 2016-17,SCI-06,4.8,F,
2015-1309,11,Quiz-1,05 - 05-G 2016-17,SCI-05,5.7,F,
2011-0751,02,Quiz-1,05 - 05-G 2016-17,SCI-05,9.9,B,
2012-0879,21,Quiz-1,05 - 05-G 2016-17,SCI-05,9.6,B,
2014-1185,09,Quiz-1,05 - 05-G 2016-17,SCI-05,2.4,F,
2010-0657,10,Quiz-1,05 - 05-G 2016-17,SCI-05,7.8,C,
2009-0466,01,Quiz-1,05 - 05-G 2016-17,SCI-05,13.8,A+,
2009-0532,07,Quiz-1,05 - 05-G 2016-17,SCI-05,6.6,D,
2010-0608,03,Quiz-1,05 - 05-G 2016-17,SCI-05,8.1,C,
2009-0559,14,Quiz-1,05 - 05-G 2016-17,SCI-05,1.5,F,
2009-0500,05,Quiz-1,05 - 05-G 2016-17,SCI-05,6.3,D,
2015-1432,12,Quiz-1,05 - 05-G 2016-17,SCI-05,4.05,F,
2015-1441,13,Quiz-1,05 - 05-G 2016-17,SCI-05,5.1,F,
2016-1479,17,Quiz-1,05 - 05-G 2016-17,SCI-05,10.5,B+,
2014-1176,06,Quiz-1,05 - 05-G 2016-17,SCI-05,7.2,D,
2013-1034,08,Quiz-1,05 - 05-G 2016-17,SCI-05,7.8,C,
2014-1243,16,Quiz-1,05 - 05-G 2016-17,SCI-05,12.6,A,
2010-0629,15,Quiz-1,05 - 05-G 2016-17,SCI-05,4.2,F,
2010-0614,73,Quiz-1,05 - 05-S 2016-17,SCI-05,2.4,F,
2014-1279,66,Quiz-1,05 - 05-S 2016-17,SCI-05,9.3,B,
2009-0568,64,Quiz-1,05 - 05-S 2016-17,SCI-05,11.1,B+,
2011-0744,51,Quiz-1,05 - 05-S 2016-17,SCI-05,9.6,B,
2014-1182,65,Quiz-1,05 - 05-S 2016-17,SCI-05,8.4,C,
2009-0565,62,Quiz-1,05 - 05-S 2016-17,SCI-05,10.5,B+,
2013-1067,85,Quiz-1,05 - 05-S 2016-17,SCI-05,9.9,B,
2013-1041,86,Quiz-1,05 - 05-S 2016-17,SCI-05,14.4,A+,
2009-0470,52,Quiz-1,05 - 05-S 2016-17,SCI-05,9.0,B,
2014-1269,54,Quiz-1,05 - 05-S 2016-17,SCI-05,3.3,F,
2015-1386,60,Quiz-1,05 - 05-S 2016-17,SCI-05,12.6,A,
2015-1394,79,Quiz-1,05 - 05-S 2016-17,SCI-05,7.8,C,
2011-0855,77,Quiz-1,05 - 05-S 2016-17,SCI-05,12.9,A,
2014-1265,83,Quiz-1,05 - 05-S 2016-17,SCI-05,4.2,F,
2009-0533,58,Quiz-1,05 - 05-S 2016-17,SCI-05,12.9,A,
2010-0595,70,Quiz-1,05 - 05-S 2016-17,SCI-05,6.9,D,
2014-1266,87,Quiz-1,05 - 05-S 2016-17,SCI-05,9.0,B,
2012-0919,76,Quiz-1,05 - 05-S 2016-17,SCI-05,13.2,A,
2010-0590,68,Quiz-1,05 - 05-S 2016-17,SCI-05,10.2,B,
2010-0725,53,Quiz-1,05 - 05-S 2016-17,SCI-05,12.3,A,
2014-1221,55,Quiz-1,05 - 05-S 2016-17,SCI-05,9.3,B,
2012-0962,81,Quiz-1,05 - 05-S 2016-17,SCI-05,13.5,A+,
2016-1528,56,Quiz-1,05 - 05-S 2016-17,SCI-05,4.8,F,
2015-1381,84,Quiz-1,05 - 05-S 2016-17,SCI-05,6.6,D,
2010-0615,74,Quiz-1,05 - 05-S 2016-17,SCI-05,4.2,F,
2014-1189,82,Quiz-1,05 - 05-S 2016-17,SCI-05,9.9,B,
2012-0934,61,Quiz-1,05 - 05-S 2016-17,SCI-05,12.6,A,
2012-0943,72,Quiz-1,05 - 05-S 2016-17,SCI-05,11.1,B+,
2010-0583,67,Quiz-1,05 - 05-S 2016-17,SCI-05,8.4,C,
2013-1038,78,Quiz-1,05 - 05-S 2016-17,SCI-05,8.4,C,
2009-0566,63,Quiz-1,05 - 05-S 2016-17,SCI-05,11.1,B+,
2014-1270,57,Quiz-1,05 - 05-S 2016-17,SCI-05,4.2,F,
2009-0552,59,Quiz-1,05 - 05-S 2016-17,SCI-05,8.1,C,
2010-0594,69,Quiz-1,05 - 05-S 2016-17,SCI-05,4.8,F,
2010-0718,75,Quiz-1,05 - 05-S 2016-17,SCI-05,8.7,C,
2010-0624,71,Quiz-1,05 - 05-S 2016-17,SCI-05,8.4,C,
2016-1543,80,Quiz-1,05 - 05-S 2016-17,SCI-05,12.3,A,
2015-1335,86,Quiz-1,09 - 09-B 2016-17,CS-09,29.0,C,
2008-0361,55,Quiz-1,09 - 09-B 2016-17,CS-09,30.5,B,
2007-0278,62,Quiz-1,09 - 09-B 2016-17,CS-09,36.5,B+,
2013-1081,72,Quiz-1,09 - 09-B 2016-17,CS-09,41.5,A,
2014-1271,56,Quiz-1,09 - 09-B 2016-17,CS-09,28.0,C,
2013-1103,65,Quiz-1,09 - 09-B 2016-17,CS-09,22.5,D,
2012-0915,83,Quiz-1,09 - 09-B 2016-17,CS-09,16.5,F,
2016-1540,67,Quiz-1,09 - 09-B 2016-17,CS-09,18.0,F,
2013-1066,64,Quiz-1,09 - 09-B 2016-17,CS-09,23.5,D,
2009-0538,68,Quiz-1,09 - 09-B 2016-17,CS-09,20.5,D,
2014-1237,77,Quiz-1,09 - 09-B 2016-17,CS-09,33.5,B,
2013-1083,60,Quiz-1,09 - 09-B 2016-17,CS-09,27.5,C,
2010-0633,85,Quiz-1,09 - 09-B 2016-17,CS-09,,,
2016-1510,53,Quiz-1,09 - 09-B 2016-17,CS-09,23.5,D,
2016-1531,59,Quiz-1,09 - 09-B 2016-17,CS-09,15.5,F,
2015-1428,81,Quiz-1,09 - 09-B 2016-17,CS-09,34.5,B,
2013-1030,52,Quiz-1,09 - 09-B 2016-17,CS-09,14.5,F,
2006-0182,58,Quiz-1,09 - 09-B 2016-17,CS-09,11.5,F,
2013-1096,82,Quiz-1,09 - 09-B 2016-17,CS-09,17.0,F,
2015-1370,76,Quiz-1,09 - 09-B 2016-17,CS-09,39.0,B+,
2014-1223,54,Quiz-1,09 - 09-B 2016-17,CS-09,4.5,F,
2014-1293,70,Asst-I,03 - 03-G 2016-17,SCI-03,15.5,B+,
2014-1233,72,Asst-I,03 - 03-G 2016-17,SCI-03,19.0,A+,
2012-0887,53,Asst-I,03 - 03-G 2016-17,SCI-03,11.5,C,
2013-1062,84,Asst-I,03 - 03-G 2016-17,SCI-03,20.0,A+,
2014-1256,86,Asst-I,03 - 03-G 2016-17,SCI-03,19.0,A+,
2011-0857,71,Asst-I,03 - 03-G 2016-17,SCI-03,20.0,A+,
2012-0954,81,Asst-I,03 - 03-G 2016-17,SCI-03,14.0,B+,
2012-0877,79,Asst-I,03 - 03-G 2016-17,SCI-03,17.5,A,
2013-1018,09,Asst-I,03 - 03-G 2016-17,SCI-03,20.0,A+,
2011-0849,12,Asst-I,03 - 03-G 2016-17,SCI-03,14.0,B+,
2012-0889,19,Asst-I,03 - 03-G 2016-17,SCI-03,19.5,A+,
2011-0786,63,Asst-I,03 - 03-G 2016-17,SCI-03,17.0,A,
2013-1080,83,Asst-I,03 - 03-G 2016-17,SCI-03,20.0,A+,
2012-0924,67,Asst-I,03 - 03-G 2016-17,SCI-03,20.0,A+,
2015-1400,82,Asst-I,03 - 03-G 2016-17,SCI-03,18.0,A+,
2015-1329,23,Asst-I,03 - 03-G 2016-17,SCI-03,11.5,C,
2014-1161,52,Asst-I,03 - 03-G 2016-17,SCI-03,,,
2013-1008,59,Asst-I,03 - 03-G 2016-17,SCI-03,19.0,A+,
2011-0805,05,Asst-I,03 - 03-G 2016-17,SCI-03,19.5,A+,
2015-1395,85,Asst-I,03 - 03-G 2016-17,SCI-03,16.0,A,
2011-0814,06,Asst-I,03 - 03-G 2016-17,SCI-03,14.0,B+,
2011-0868,73,Asst-I,03 - 03-G 2016-17,SCI-03,17.5,A,
2015-1438,15,Asst-I,03 - 03-G 2016-17,SCI-03,16.25,A,
2016-1514,54,Asst-I,03 - 03-G 2016-17,SCI-03,17.0,A,
2014-1178,11,Asst-I,03 - 03-G 2016-17,SCI-03,19.0,A+,
2012-0971,18,Asst-I,03 - 03-G 2016-17,SCI-03,20.0,A+,
2016-1493,58,Asst-I,03 - 03-G 2016-17,SCI-03,13.5,B,
2015-1403,03,Asst-I,03 - 03-G 2016-17,SCI-03,19.0,A+,
2014-1207,57,Asst-I,03 - 03-S 2016-17,SCI-03,17.75,A,
2012-0949,80,Asst-I,03 - 03-S 2016-17,SCI-03,14.0,B+,
2012-0941,17,Asst-I,03 - 03-S 2016-17,SCI-03,14.5,B+,
2011-0745,56,Asst-I,03 - 03-S 2016-17,SCI-03,17.5,A,
2011-0853,69,Asst-I,03 - 03-S 2016-17,SCI-03,11.5,C,
2011-0790,60,Asst-I,03 - 03-S 2016-17,SCI-03,19.0,A+,
2013-1017,04,Asst-I,03 - 03-S 2016-17,SCI-03,17.0,A,
2015-1349,76,Asst-I,03 - 03-S 2016-17,SCI-03,17.5,A,
2014-1168,02,Asst-I,03 - 03-S 2016-17,SCI-03,17.5,A,
2013-1072,20,Asst-I,03 - 03-S 2016-17,SCI-03,20.0,A+,
2014-1246,16,Asst-I,03 - 03-S 2016-17,SCI-03,17.0,A,
2011-0852,68,Asst-I,03 - 03-S 2016-17,SCI-03,14.0,B+,
2012-0972,65,Asst-I,03 - 03-S 2016-17,SCI-03,13.0,B,
2011-0873,77,Asst-I,03 - 03-S 2016-17,SCI-03,14.5,B+,
2012-0988,51,Asst-I,03 - 03-S 2016-17,SCI-03,11.75,C,
2011-0791,61,Asst-I,03 - 03-S 2016-17,SCI-03,11.0,C,
2014-1170,10,Asst-I,03 - 03-S 2016-17,SCI-03,15.0,B+,
2011-0842,01,Asst-I,03 - 03-S 2016-17,SCI-03,16.5,A,
2015-1316,22,Asst-I,03 - 03-S 2016-17,SCI-03,17.5,A,
2014-1203,55,Asst-I,03 - 03-S 2016-17,SCI-03,16.0,A,
2012-0920,14,Asst-I,03 - 03-S 2016-17,SCI-03,16.0,A,
2014-1287,08,Asst-I,03 - 03-S 2016-17,SCI-03,13.0,B,
2014-1209,13,Asst-I,03 - 03-S 2016-17,SCI-03,15.0,B+,
2012-0948,78,Asst-I,03 - 03-S 2016-17,SCI-03,14.5,B+,
2014-1242,75,Asst-I,03 - 03-S 2016-17,SCI-03,17.0,A,
2013-1063,21,Asst-I,03 - 03-S 2016-17,SCI-03,16.0,A,
2011-0820,07,Asst-I,03 - 03-S 2016-17,SCI-03,12.5,B,
2014-1230,66,Asst-I,03 - 03-S 2016-17,SCI-03,12.0,B,
2016-1498,74,Asst-I,03 - 03-S 2016-17,SCI-03,12.0,B,
2006-0175,05,Quiz-1,09 - 09-A 2016-17,MAT-09,20.0,D,
2014-1219,08,Quiz-1,09 - 09-A 2016-17,MAT-09,24.0,D,
2013-1046,03,Quiz-1,09 - 09-A 2016-17,MAT-09,40.0,A,
2007-0267,12,Quiz-1,09 - 09-A 2016-17,MAT-09,16.0,F,
2007-0537,20,Quiz-1,09 - 09-A 2016-17,MAT-09,22.0,D,
2005-0159,02,Quiz-1,09 - 09-A 2016-17,MAT-09,16.0,F,
2008-0343,09,Quiz-1,09 - 09-A 2016-17,MAT-09,20.0,D,
2009-0520,19,Quiz-1,09 - 09-A 2016-17,MAT-09,21.0,D,
2015-1310,16,Quiz-1,09 - 09-A 2016-17,MAT-09,38.0,B+,
2014-1232,13,Quiz-1,09 - 09-A 2016-17,MAT-09,40.0,A,
2014-1288,07,Quiz-1,09 - 09-A 2016-17,MAT-09,25.0,C,
2015-1455,15,Quiz-1,09 - 09-A 2016-17,MAT-09,33.0,B,
2014-1158,06,Quiz-1,09 - 09-A 2016-17,MAT-09,23.0,D,
2005-0102,01,Quiz-1,09 - 09-A 2016-17,MAT-09,22.0,D,
2007-0301,04,Quiz-1,09 - 09-A 2016-17,MAT-09,37.0,B+,
2009-0545,21,Quiz-1,09 - 09-A 2016-17,MAT-09,28.0,C,
2016-1507,17,Quiz-1,09 - 09-A 2016-17,MAT-09,20.0,D,
